name;link;stars;review_count;category;type;location;logo;url;phone;stars_average;mail
Rhum Attitude;www.rhumattitude.com;4.8;4514.0;food_beverages_tobacco;LocalBusiness;10, rue de Penthièvre Paris 75008 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/570227c60000ff00058b0602/198x149.png;http://www.rhumattitude.com;01 75 51 46 19;4.8;contact@rhumattitude.com
Vert Tiges;vert-tiges.com;4.8;4293.0;food_beverages_tobacco;LocalBusiness;910 route de Valmont Fécamp 76400 ;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/56b0bec30000ff000588679e/198x149.png;http://vert-tiges.com;235274182;4.8;contact@vert-tiges.com
La Fourche;lafourche.fr;4.8;3364.0;food_beverages_tobacco;LocalBusiness;60 Avenue Lucie Aubrac Livry-Gargan 93190 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5b0ebb6897ae1c0001e39a75/198x149.png;http://www.lafourche.fr;;4.8;contact@lafourche.fr
Oliquide;www.oliquide.com;4.8;2767.0;food_beverages_tobacco;LocalBusiness;22 Avenue Maréchal Foch Toul 54200 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5cc31712052af100019aa1ef/198x149.png;http://www.oliquide.com;03.83.64.23.38;4.8;contact@oliquide.com
Nutri Naturel;nutri-naturel.com;4.8;2010.0;food_beverages_tobacco;LocalBusiness;17 rue des aciéries Saint-Juéry 81160 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5935b3e80000ff0005a3eef0/198x149.png;https://www.nutri-naturel.com/;581406115;4.8;contact@nutri-naturel.com
Le Petit Ballon;lepetitballon.com;4.8;1641.0;food_beverages_tobacco;LocalBusiness;43 rue du rocher Paris 75008 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4f59bb2f0000640005137fc9/198x149.png;http://www.lepetitballon.com;;4.8;bonjour@lepetitballon.com
Café en grain;cafe-en-grain.com;4.8;1309.0;food_beverages_tobacco;LocalBusiness;910 route de Valmont Fécamp 76400 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/501b25f20000640005190a04/198x149.png;http://cafe-en-grain.com;235274182;4.8;contact@vert-tiges.com
Lu Shan - Art du Thé;boutique.lushan.fr;4.8;942.0;food_beverages_tobacco;LocalBusiness;100 Place Saint Léger Chambéry 73000 ;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/553fb4380000ff00057f10e7/198x149.png;https://boutique.lushan.fr;479750236;4.8;support@lushan.fr
Pêché Maison;www.peche-maison.fr;4.8;866.0;food_beverages_tobacco;LocalBusiness;Saint-Gilles Croix de Vie 85800 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d7243a99c856c00019e1978/198x149.png;http://www.peche-maison.fr;;4.8;hello@peche-maison.fr
VDLV e-shop;www.vincentdanslesvapes.fr;4.8;667.0;food_beverages_tobacco;LocalBusiness;2 Chemin des Arestieux Cestas 33610 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/54b66d780000ff00057cb97c/198x149.png;http://www.vincentdanslesvapes.fr;556101616;4.8;contact@vincentdanslesvapes.fr
CBD Toulouse;cbdtoulouse.fr;4.8;659.0;food_beverages_tobacco;LocalBusiness;rue matabiau Toulouse 31000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d5b9e6dc5d6e00001c0c962/198x149.png;http://cbdtoulouse.fr;627885159;4.8;cbdtoulouse@gmail.com
Oé;oeforgood.com;4.8;629.0;food_beverages_tobacco;LocalBusiness;Lyon FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5699fdfb0000ff000587ad2b/198x149.png;https://oeforgood.com;04 74 26 92 16;4.8;hello@oeforgood.com
Lomi;lomi.coffee;4.8;253.0;food_beverages_tobacco;LocalBusiness;3 ter rue Marcadet Paris 75018 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ec8010d8245bb00011ea104/198x149.png;http://lomi.paris;09 51 27 46 31;4.8;
VignArtea;vignartea.fr;4.8;248.0;food_beverages_tobacco;LocalBusiness;1243 Chemin d'Halkeia Itxassou 64250 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5693b6e40000ff0005877904/198x149.png;https://vignartea.fr;+33 (0)5.59.44.13.40;4.8;
Malindo;malindo.fr;4.8;240.0;food_beverages_tobacco;LocalBusiness;Lattes FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/580e0b790000ff0005967b5c/198x149.png;http://www.malindo.fr;;4.8;contact@malindo.fr
e-winery;e-winery.fr;4.8;159.0;food_beverages_tobacco;LocalBusiness;;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/4f7201f2000064000513f75b/198x149.png;http://e-winery.fr;;4.8;
Champagne Terroir;champagne-terroir.fr;4.8;140.0;food_beverages_tobacco;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5e861d48f308870001350116/198x149.png;http://champagne-terroir.fr;;4.8;
Dock des Epices;dockdesepices.com;4.8;139.0;food_beverages_tobacco;LocalBusiness;Rue Saint-James 20 Bordeaux 33000 FR;;http://dockdesepices.com;33556444157;4.8;contact@dockdesepices.com
Hayuco Coffee Roasters ;hayuco.coffee;4.8;124.0;food_beverages_tobacco;LocalBusiness;197 Avenue de Fronton Toulouse 31200 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5dec00665ddcef0001607bb0/198x149.png;https://hayuco.coffee;;4.8;shop@hayuco.coffee
Nordic Temptations;www.nordictemptations.com;4.8;117.0;food_beverages_tobacco;LocalBusiness;25 Rue Vauban Antibes 06600 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5b35f917e63eaf00017eb71b/198x149.png;http://www.nordictemptations.com;+33 489 02 72 60;4.8;nordictemptations@gmail.com
La Couleur Du Vin;lacouleurduvin.fr;4.8;112.0;food_beverages_tobacco;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5efae46331155b000144977d/198x149.png;http://lacouleurduvin.fr;;4.8;
LAFRENCHI;lafrenchi.fr;4.8;108.0;food_beverages_tobacco;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ebc012860cbf40001b7ef9a/198x149.png;https://www.lafrenchi.fr;;4.8;toctoc@lafrenchi.fr
Le Bon Gustave;lebongustave.com;4.8;92.0;food_beverages_tobacco;LocalBusiness;15 rue des Cuirassiers Lyon 69003 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e1dd729d0bff50001d541a4/198x149.png;https://lebongustave.com;;4.8;contact@lebongustave.fr
Mon Plan CBD;monplancbd.fr;4.8;80.0;food_beverages_tobacco;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f5a56deb628e50001ee587f/198x149.png;https://www.monplancbd.fr;;4.8;contact@monplancbd.fr
Zayti;lestresorsdumarocbyzayti.com;4.8;79.0;food_beverages_tobacco;LocalBusiness;Impasse de la beaupré vionville 57130 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5df8d2f348e2d50001a5eb3c/198x149.png;http://www.lestresorsdumarocbyzayti.com;33773325089;4.8;zayti@lestresorsdumarocbyzayti.com
e-vapopote.fr;e-vapopote.fr;4.8;70.0;food_beverages_tobacco;LocalBusiness;61,Chemin du Puyrousseau Perigueux 24000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/562897f80000ff000584a0d9/198x149.png;http://e-vapopote.fr;+336 42 49 24 57;4.8;contact@e-vapopote.fr
Le petit zeste;lepetitzeste.com;4.8;60.0;food_beverages_tobacco;LocalBusiness;177 bis avenue Louis Lumière LUNEL 34400 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ffdb06aa3e4210001819a92/198x149.png;http://lepetitzeste.com;633832295;4.8;contact@lepetitzeste.com
Nutrimuscle;nutrimuscle.com;4.7;9271.0;food_beverages_tobacco;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4d04fcb400006400050e40f4/198x149.png;https://www.nutrimuscle.com/;01 86 47 62 55;4.7;contact@nutrimuscle.com
Ecigplanete;ecigplanete.com;4.7;2362.0;food_beverages_tobacco;LocalBusiness;42 Route de St Symphorien d'Ozon Saint priest 69800 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/57b5ea250000ff000593a304/198x149.png;http://www.ecigplanete.com;04 74 71 77 98;4.7;contact@ecigplanete.com
Vin Malin;www.vin-malin.fr;4.7;1785.0;food_beverages_tobacco;LocalBusiness;RD974 - Boite Postale 70003 MEURSAULT 21190 ;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/48e8f2ba000064000503bc4b/198x149.png;http://www.vin-malin.fr;03 80 21 92 99;4.7;
Site de Vente Directe des Vignerons Indépendants;www.vente-directe-vigneron-independant.com;4.7;1641.0;food_beverages_tobacco;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/575b08fc0000ff00058ffed2/198x149.png;http://www.vente-directe-vigneron-independant.com;03 85 20 36 50;4.7;
Fermedubio;fermedubio.com;4.7;1459.0;food_beverages_tobacco;LocalBusiness;;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/51f8cc1900006400056d654f/198x149.png;http://fermedubio.com;+33 (0)3 87 94 69 07.;4.7;
Chacun Son Café;www.chacunsoncafe.fr;4.7;1351.0;food_beverages_tobacco;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/496051b6000064000503fd87/198x149.png;http://www.chacunsoncafe.fr;141134567;4.7;serviceclient@chacunsoncafe.fr
Vintage and Co;vintageandco.com;4.7;982.0;food_beverages_tobacco;LocalBusiness;79, rue du Bac Paris 75007 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/4f0dbd5000006400051233f4/198x149.png;https://www.vintageandco.com;09 54 39 72 78;4.7;contact@vintageandco.com
Jean-merlaut.com;www.jean-merlaut.com;4.7;458.0;food_beverages_tobacco;LocalBusiness;45 Route de Dudon BAURECH 33880 ;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5832c1130000ff000597d61e/198x149.png;http://www.jean-merlaut.com;05 57 97 77 35;4.7;info@jean-merlaut.com
Crazy Cbd;crazy-cbd.com;4.7;445.0;food_beverages_tobacco;LocalBusiness;Vauvert 30600 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ec9c527429273000147da4e/198x149.png;http://crazy-cbd.com;666162486;4.7;contact@crazy-cbd.com
TWIL - The wine I love;twil.fr;4.7;376.0;food_beverages_tobacco;LocalBusiness;31 rue Nollet PARIS 75017 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/586a58930000ff00059a0fc8/198x149.png;https://www.twil.fr;01 41 66 47 88;4.7;contact@twil.fr
Midi-Vin;midi-vin.com;4.7;253.0;food_beverages_tobacco;LocalBusiness;1348 Avenue Raymond Dugrand Montpellier 34000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/4f1fb4e200006400051276e4/198x149.png;https://www.midi-vin.com/index.php?utm_source=trustpilot;+033(0)499642496;4.7;contact@midi-vin.com
Ookies;ookies.fr;4.7;241.0;food_beverages_tobacco;LocalBusiness;5 Rue des Tuilerie Bréal-sous-Montfort 35310 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f241baf4a9622000148d76e/198x149.png;http://ookies.fr;02 99 23 41 21;4.7;contact@ookies.fr
Thanh Binh Jeune;www.thanh-binh.fr;4.7;157.0;food_beverages_tobacco;LocalBusiness;20 Avenue de Verdun Ivry-sur-Seine 94200 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ac4b152970c640001c80bbb/198x149.png;http://www.thanh-binh.fr;146708999;4.7;info@thanh-binh.fr
www.winerepublik.com;www.winerepublik.com;4.7;126.0;food_beverages_tobacco;LocalBusiness;56 rue du Fbg St Antoine PARIS 75012 ;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/543ba77e00006400057ae3c6/198x149.png;http://www.winerepublik.com;;4.7;johnwine@winerepublik.com
Le Beau Thé, le sachet de thé personnalisé;www.lebeauthe.com;4.7;126.0;food_beverages_tobacco;LocalBusiness;1 centre commercial la tour, pépinière d'entreprises innovantes LA COURNEUVE 93120 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5fae7066a6911f000189ad23/198x149.png;http://www.lebeauthe.com;;4.7;bonjour@lebeauthe.com
Abacchus;abacchus.fr;4.7;106.0;food_beverages_tobacco;LocalBusiness;29 rue Joseph THierry Luynes 37230 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e5d22d592ead400019e8249/198x149.png;https://shop.abacchus.fr;620137432;4.8;pascal@abacchus.com
Very Thés;very-thes.com;4.7;105.0;food_beverages_tobacco;LocalBusiness;116 Moulin de Chatillonnet BOHAS 01250 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5c9269ea85bb990001f98f4f/198x149.png;https://www.very-thes.com;961611318;4.7;bonjour@very-thes.com
La Vinothèque du Léman;vinothequeduleman.fr;4.7;68.0;food_beverages_tobacco;LocalBusiness;ZA de la Poterie Ferney-Voltaire 01210 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f6b5de903ce180001b45cf4/198x149.png;http://vinothequeduleman.fr;450407644;4.7;vinothequeduleman01@wanadoo.fr
Papabubble France;www.papabubble.fr;4.7;68.0;food_beverages_tobacco;LocalBusiness;36 Rue des Petits Champs Paris 75002 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e5e19e757d9200001c063c8/198x149.png;http://www.papabubble.fr;09 83 08 79 16;4.7;contact@papabubble.fr
Divvino Paris;divvino.com;4.7;64.0;food_beverages_tobacco;LocalBusiness;16 rue Elzevir Paris 75003 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5f219c8720b086000165fa57/198x149.png;http://divvino.com;330983742504;4.7;contact@divvino.com
Naturovape;naturovape.com;4.7;57.0;food_beverages_tobacco;LocalBusiness;3 rue de la lune Paris 75002 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ea808ae77e51f0001761e0d/198x149.png;http://naturovape.com;09 87 33 20 29;4.7;contact@naturovape.com
Strongcbd;strongcbd.fr;4.7;54.0;food_beverages_tobacco;LocalBusiness;Paris FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5fe4f0a462361c0001682bee/198x149.png;http://strongcbd.fr;;4.7;contact@strongcbd.fr
Krupky;krupky.fr;4.7;48.0;food_beverages_tobacco;LocalBusiness;30 BIS RUE DECLOITRE BELLERIVE SUR ALLIER 03700 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5eb9d1416d4df5000151ef99/198x149.png;http://krupky.fr;953004912;4.7;contact@krupky.fr
VIA VINUM;via-vinum.com;4.7;47.0;food_beverages_tobacco;LocalBusiness;6 rue des Platanes SAINT-JULIEN BEYCHEVELLE 33250 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/510510cb0000640005216f8a/198x149.png;http://www.via-vinum.com;556596086;4.7;mathieu@via-vinum.com
TyKemm;tykemm.bzh;4.7;43.0;food_beverages_tobacco;LocalBusiness;24 rue Gasté Brest 29200 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/597ede600000ff0005a7cb0a/198x149.png;http://tykemm.bzh;627955316;4.7;contact@tykemm.bzh
CBDream;cbdream-bordeaux.fr;4.7;40.0;food_beverages_tobacco;LocalBusiness;Rue du Loup Bordeaux 33000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e970fbb900c3200010dc587/198x149.png;http://cbdream-bordeaux.fr;554786874;4.7;contact@cbdream-bordeaux.fr
Ouliva;ouliva.fr;4.7;38.0;food_beverages_tobacco;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5fb6746d51718c00017cb107/198x149.png;http://ouliva.fr;;4.7;
1envie1vin;1envie1vin.com;4.7;36.0;food_beverages_tobacco;LocalBusiness;64 rue des Fourrières NEUVES-MAISONS 54230 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5f3409493c1b4c000169eabf/198x149.png;http://1envie1vin.com;;4.7;contact@1envie1vin.com
Mamma gia;mammagia.com;4.7;36.0;food_beverages_tobacco;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f3cf8c7bb6c1300017d1d04/198x149.png;http://mammagia.com;;4.7;contact@mammagia.com
Le Carré des Vins;lecarredesvins.com;4.7;35.0;food_beverages_tobacco;LocalBusiness;35 rue des Chantiers Versailles 78000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/4f58a3e20000640005137a5d/198x149.png;http://www.lecarredesvins.com;06 85 66 48 79;4.7;contact@lecarredesvins.com
Like Cigarette;like-cigarette.fr;4.7;35.0;food_beverages_tobacco;LocalBusiness;;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/50882a0d00006400051daf70/198x149.png;http://like-cigarette.fr;;4.7;
Les Pépites by Bordeaux Blends ;lespepitesbybb.com;4.7;24.0;food_beverages_tobacco;LocalBusiness;3 quai Hubert Prom Bordeaux 33300 FR;;http://lespepitesbybb.com;557008707;4.7;client@lespepitesbybb.com 
Ventealapropriete.com;ventealapropriete.com;4.6;23355.0;food_beverages_tobacco;LocalBusiness;200 boulevard de la résistance - Bat MC2 Macon 71000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4f44bc7b0000640005130ef8/198x149.png;https://www.ventealapropriete.com/index.asp?tk=1767;03 85 20 97 30;4.6;contact@ventealapropriete.com
Aurore Market;auroremarket.fr;4.6;7542.0;food_beverages_tobacco;LocalBusiness;35 rue de la Gare Espalion 12500 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5c5daab4c7548e0001a876cc/198x149.png;http://auroremarket.fr?utm_campaign=home_page&utm_medium=info_company&utm_source=trustpilot;;4.6;aide@auroremarket.fr
Vinatis;www.vinatis.com;4.6;6599.0;food_beverages_tobacco;LocalBusiness;6 avenue du Pré de Challes - PAE des Glaisins Annecy-le-Vieux 74940 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/4bded277000064000506c0e4/198x149.png;http://www.vinatis.com;+33(0)4 50 09 09 09;4.6;sav@vinatis.com
Vapoter;www.vapoter.fr;4.6;2988.0;food_beverages_tobacco;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/569cd95b0000ff000587c243/198x149.png;https://www.vapoter.fr;01.64.80.54.57;4.6;serviceclient@vapoter.fr
Cafebonmarche.fr;cafebonmarche.fr;4.6;1720.0;food_beverages_tobacco;LocalBusiness;Westerweiden 29 Ruinerwold 7961 EA NL;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/59c0c75d0000ff0005ab7fe8/198x149.png;http://cafebonmarche.fr;975187162;4.6;info@cafebonmarche.fr
Les Grappes;lesgrappes.com;4.6;574.0;food_beverages_tobacco;LocalBusiness;15 Rue du Sentier Paris 75002 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/568e2acb0000ff0005874bc6/198x149.png;http://www.lesgrappes.com;184175341;4.7;contact@lesgrappes.com
amOseeds;amoseeds.com;4.6;501.0;food_beverages_tobacco;LocalBusiness;8 rue de madrid Belfort 90000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e21d4085543c10001927d44/198x149.png;http://amoseeds.com;339800033;4.6;contact@amoseeds.com
Fruits de la Terre;fruitsdelaterre.com;4.6;188.0;food_beverages_tobacco;LocalBusiness;64 Avenue du général Leclerc Loos 59120 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e96ee9888fd3e0001eb9205/198x149.png;http://fruitsdelaterre.com;320920290;4.6;Contact@fruitsdelaterre.com
CAMUS COGNAC;camus.fr;4.6;139.0;food_beverages_tobacco;LocalBusiness;29 rue Marguerite de Navarre Cognac 16100 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f4d14266365030001e3e261/198x149.png;https://camus.fr/;;4.6;info@camus.fr
Chateau.com;chateau.com;4.6;116.0;food_beverages_tobacco;LocalBusiness;52 rue Clément Thomas Libourne 33500 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ba4e9dfa4f3680001e40806/198x149.png;https://www.chateau.com/?utm_source=trustpilot&utm_medium=cnp;33954286436;4.6;contact@chateau.com
Foodspring;foodspring.fr;4.6;114.0;food_beverages_tobacco;LocalBusiness;Lobeckstraße 30-35 Berlin 10969 DE;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/59f1d39d0000ff0005aeb65c/198x149.png;http://foodspring.fr;+33 1 86 76 12 40;4.6;service@foodspring.fr
Château de l'Aumérade;aumerade.com;4.6;101.0;food_beverages_tobacco;LocalBusiness;route de Puget-Ville PIERREFEU-DU-VAR 83390 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d7fac310ceddc00019c61d1/198x149.png;http://www.aumeradeshop.com;04 94 28 20 31;4.6;boutique@aumerade.com
Mes Voisins Producteurs;mesvoisinsproducteurs.com;4.6;93.0;food_beverages_tobacco;LocalBusiness;11, rue d'avesnes Lille 59000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/601bb40d2ea4df0001d8b95b/198x149.png;https://mesvoisinsproducteurs.com;06 27 05 22 74;4.6;bonjour@mesvoisinsproducteurs.com
VIGNAPART;www.vignapart.com;4.6;84.0;food_beverages_tobacco;LocalBusiness;176 AV MARX DORMOY MONTROUGE 92120 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/568bfcfc0000ff0005873a69/198x149.png;https://www.vignapart.com/;01 87 42 12 04;4.6;contact@vignapart.com
Cuisine du Bien-etre;cuisinedubienetre.fr;4.6;69.0;food_beverages_tobacco;LocalBusiness;Zone Inova 3000, allée 5 Capavenir Vosges 88150 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d6f8fdba6a34700013e5b4f/198x149.png;https://www.cuisinedubienetre.fr/;03 29 82 27 71;4.6;contact@cuisinedubienetre.fr
Cbdqueen;cbdqueen.fr;4.6;65.0;food_beverages_tobacco;LocalBusiness;3 Boulevard Marechal Foch Antibes 06600 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e4d9e6c20b30300017442ad/198x149.png;http://cbdqueen.fr;661306473;4.6;cbdqueenfrance@gmail.com
QWEHLI;qwehli.com;4.6;53.0;food_beverages_tobacco;LocalBusiness;5 rue Benoit Frachon LORIENT 56100 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ea2b97246451f00014560be/198x149.png;http://qwehli.com;;4.6;contact@qwehli.com
Calyce Cidre;calyce-cidre.com;4.6;50.0;food_beverages_tobacco;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f578e1482e183000173c236/198x149.png;http://calyce-cidre.com;673919109;4.6;camille@calyce-cider.com
VousAvezUnMessage;vousavezunmessage.fr;4.6;47.0;food_beverages_tobacco;LocalBusiness;NEUILLY EN THELLE 60530 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ff23d18ce2cff0001b7ba72/198x149.png;http://vousavezunmessage.fr;;4.6;delphine@vousavezunmessage.fr
JAVAPUBLISHING - la-cave-cellar;la-cave-cellar.com;4.6;40.0;food_beverages_tobacco;LocalBusiness;Paris FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5db1dcbf3e1ac30001426c57/198x149.png;http://la-cave-cellar.com;;4.6;
Vino Iberico;www.vino-iberico.com;4.6;39.0;food_beverages_tobacco;LocalBusiness;572 Chemin Saint Roch CARPENTRAS 84200 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5370a58e000064000578bc6b/198x149.png;http://www.vino-iberico.com;07 89 64 56 41;4.6;vinoiberico.contact@gmail.com
